monster1,monster2,monster1_win_pct,monster2_win_pct
Ettin,Xorn,24.2%,75.8%
Ice Mephit,Priest,24.2%,75.8%
Imp,Swarm of Rats,24.2%,75.8%
Lamia,Xorn,24.2%,75.8%
Swarm of Beetles,Wight,24.2%,75.8%
Swarm of Centipedes,Wight,24.2%,75.8%
Swarm of Insects,Wight,24.2%,75.8%
Swarm of Spiders,Wight,24.2%,75.8%
Swarm of Wasps,Wight,24.2%,75.8%
Adult Black Dragon,Fire Giant,24.1%,75.9%
Basilisk,Gibbering Mouther,24.1%,75.9%
Brown Bear,Green Dragon Wyrmling,24.1%,75.9%
Cult Fanatic,"Wererat, Hybrid Form",24.1%,75.9%
Cult Fanatic,"Wererat, Rat Form",24.1%,75.9%
Erinyes,Triceratops,24.1%,75.9%
Gargoyle,Polar Bear,24.1%,75.9%
Ghast,Saber-Toothed Tiger,24.1%,75.9%
Giant Toad,Swarm of Quippers,24.1%,75.9%
Red Dragon Wyrmling,Wyvern,24.1%,75.9%
Basilisk,Giant Scorpion,75.9%,24.1%
Chuul,Minotaur Skeleton,75.9%,24.1%
Drow,Imp,75.9%,24.1%
Eagle,Giant Fire Beetle,75.9%,24.1%
Grimlock,Quasit,75.9%,24.1%
Noble,Violet Fungus,75.9%,24.1%
Warhorse,"Wererat, Human Form",75.9%,24.1%
Animated Armor,Hell Hound,24.0%,76.0%
Ape,Harpy,24.0%,76.0%
Azer,Giant Elk,24.0%,76.0%
Basilisk,Giant Boar,76.0%,24.0%
Black Bear,Imp,76.0%,24.0%
Black Dragon Wyrmling,Gelatinous Cube,24.0%,76.0%
Boar,Giant Sea Horse,24.0%,76.0%
Cult Fanatic,Swarm of Ravens,24.0%,76.0%
Deep Gnome (Svirfneblin),Riding Horse,76.0%,24.0%
Doppelganger,Rhinoceros,24.0%,76.0%
Erinyes,"Vampire, Vampire Form",76.0%,24.0%
Gnoll,Satyr,24.0%,76.0%
Hippogriff,Swarm of Rats,76.0%,24.0%
Marilith,Young Silver Dragon,24.0%,76.0%
Red Dragon Wyrmling,Winter Wolf,76.0%,24.0%
Scout,Spy,24.0%,76.0%
Swarm of Rats,Warhorse,24.0%,76.0%
Violet Fungus,Wolf,24.0%,76.0%
Ape,Giant Poisonous Snake,76.1%,23.9%
Bronze Dragon Wyrmling,Tiger,76.1%,23.9%
Giant Constrictor Snake,Saber-Toothed Tiger,76.1%,23.9%
Giant Wolf Spider,Mule,76.1%,23.9%
Hippogriff,Hobgoblin,76.1%,23.9%
Ogre,Rhinoceros,76.1%,23.9%
Ogre Zombie,Unicorn,76.1%,23.9%
Archmage,Saber-Toothed Tiger,23.9%,76.1%
Bronze Dragon Wyrmling,Rhinoceros,23.9%,76.1%
Cockatrice,Giant Lizard,23.9%,76.1%
Doppelganger,Ghost,23.9%,76.1%
Dryad,Magmin,23.9%,76.1%
Ghoul,Giant Toad,23.9%,76.1%
Giant Bat,Warhorse,23.9%,76.1%
Lizardfolk,Warhorse,23.9%,76.1%
Pegasus,Troll,23.9%,76.1%
Drow,Gray Ooze,76.2%,23.8%
Drow,Zombie,76.2%,23.8%
Gargoyle,Grick,76.2%,23.8%
Ghoul,Giant Poisonous Snake,76.2%,23.8%
Giant Scorpion,Tiger,76.2%,23.8%
Gold Dragon Wyrmling,Silver Dragon Wyrmling,76.2%,23.8%
Minotaur Skeleton,Otyugh,23.8%,76.2%
Mummy,Owlbear,23.8%,76.2%
Reef Shark,Swarm of Bats,76.2%,23.8%
Rust Monster,Swarm of Rats,76.2%,23.8%
Shield Guardian,"Vampire, Vampire Form",76.2%,23.8%
Animated Armor,Warhorse,76.3%,23.7%
Barbed Devil,Half-Red Dragon Veteran,76.3%,23.7%
Black Dragon Wyrmling,Wight,76.3%,23.7%
Chuul,Red Dragon Wyrmling,76.3%,23.7%
Draft Horse,Giant Goat,76.3%,23.7%
Ettin,Fire Elemental,76.3%,23.7%
Nightmare,Unicorn,76.3%,23.7%
Priest,Zombie,76.3%,23.7%
Young Black Dragon,Young Brass Dragon,76.3%,23.7%
Black Dragon Wyrmling,Gibbering Mouther,23.7%,76.3%
Blink Dog,Brass Dragon Wyrmling,23.7%,76.3%
Centaur,Ghost,23.7%,76.3%
Crocodile,Duergar,23.7%,76.3%
Giant Boar,Hunter Shark,23.7%,76.3%
Giant Lizard,Satyr,23.7%,76.3%
Gynosphinx,Young Bronze Dragon,23.7%,76.3%
Ice Mephit,Scout,23.7%,76.3%
Mummy Lord,Young Green Dragon,23.7%,76.3%
Noble,Swarm of Bats,23.7%,76.3%
Air Elemental,Shambling Mound,23.6%,76.4%
Ape,Copper Dragon Wyrmling,23.6%,76.4%
Awakened Shrub,Mastiff,23.6%,76.4%
Baboon,Goat,23.6%,76.4%
Black Dragon Wyrmling,Doppelganger,23.6%,76.4%
Centaur,Veteran,23.6%,76.4%
Constrictor Snake,Swarm of Rats,23.6%,76.4%
Drow,Swarm of Beetles,23.6%,76.4%
Drow,Swarm of Centipedes,23.6%,76.4%
Drow,Swarm of Insects,23.6%,76.4%
Drow,Swarm of Spiders,23.6%,76.4%
Drow,Swarm of Wasps,23.6%,76.4%
Elk,Gnoll,23.6%,76.4%
Gelatinous Cube,"Wereboar, Boar Form",23.6%,76.4%
Gelatinous Cube,"Wereboar, Hybrid Form",23.6%,76.4%
Giant Toad,"Werewolf, Hybrid Form",23.6%,76.4%
Giant Toad,"Werewolf, Wolf Form",23.6%,76.4%
Giant Wasp,Swarm of Rats,23.6%,76.4%
Glabrezu,Horned Devil,23.6%,76.4%
Iron Golem,Remorhaz,23.6%,76.4%
Panther,Swarm of Rats,23.6%,76.4%
Adult Black Dragon,Stone Golem,76.4%,23.6%
Draft Horse,Gnoll,76.4%,23.6%
Mummy,Will-o'-Wisp,76.4%,23.6%
Octopus,Sprite,76.4%,23.6%
Blink Dog,Spy,23.5%,76.5%
Death Dog,Swarm of Ravens,76.5%,23.5%
Draft Horse,Hobgoblin,76.5%,23.5%
Dretch,Steam Mephit,76.5%,23.5%
Duergar,Will-o'-Wisp,23.5%,76.5%
Giant Elk,Knight,23.5%,76.5%
Harpy,Worg,23.5%,76.5%
Hezrou,Hill Giant,76.5%,23.5%
Manticore,Medusa,23.5%,76.5%
Quasit,Sahuagin,23.5%,76.5%
Treant,Young Green Dragon,76.5%,23.5%
Adult Gold Dragon,Iron Golem,76.6%,23.4%
Adult Red Dragon,Iron Golem,76.6%,23.4%
Dretch,Mule,76.6%,23.4%
Giant Constrictor Snake,Giant Elk,76.6%,23.4%
Nightmare,Spirit Naga,76.6%,23.4%
"Vampire, Bat Form",Wraith,76.6%,23.4%
Acolyte,Blood Hawk,23.4%,76.6%
Acolyte,Giant Rat,23.4%,76.6%
Acolyte,Giant Rat (Diseased),23.4%,76.6%
Adult Brass Dragon,Cloud Giant,23.4%,76.6%
Boar,Magma Mephit,23.4%,76.6%
Doppelganger,Silver Dragon Wyrmling,23.4%,76.6%
Elk,Giant Owl,23.4%,76.6%
Fire Elemental,Minotaur,23.4%,76.6%
Giant Bat,Lion,23.4%,76.6%
Giant Constrictor Snake,Ogre Zombie,23.4%,76.6%
Guard,Shadow,23.4%,76.6%
Hobgoblin,Satyr,23.4%,76.6%
Night Hag,Triceratops,23.4%,76.6%
Bearded Devil,Doppelganger,23.3%,76.7%
Blood Hawk,Pony,23.3%,76.7%
Ettercap,Giant Scorpion,23.3%,76.7%
Giant Bat,Satyr,23.3%,76.7%
Giant Rat,Pony,23.3%,76.7%
Giant Rat (Diseased),Pony,23.3%,76.7%
Giant Scorpion,Griffon,23.3%,76.7%
Green Hag,Guardian Naga,23.3%,76.7%
Kobold,Noble,23.3%,76.7%
Lizardfolk,Satyr,23.3%,76.7%
Merfolk,Noble,23.3%,76.7%
Azer,Warhorse Skeleton,76.7%,23.3%
Bandit,Blood Hawk,76.7%,23.3%
Bandit,Giant Rat,76.7%,23.3%
Bandit,Giant Rat (Diseased),76.7%,23.3%
Brass Dragon Wyrmling,Giant Vulture,76.7%,23.3%
Bugbear,Warhorse Skeleton,76.7%,23.3%
Dire Wolf,White Dragon Wyrmling,76.7%,23.3%
Dryad,Giant Rat,76.7%,23.3%
Dryad,Giant Rat (Diseased),76.7%,23.3%
Elephant,Rakshasa,76.7%,23.3%
Frost Giant,Roper,76.7%,23.3%
Green Dragon Wyrmling,Tiger,76.7%,23.3%
Unicorn,Vampire Spawn,76.7%,23.3%
Assassin,Gold Dragon Wyrmling,23.2%,76.8%
Axe Beak,Swarm of Beetles,23.2%,76.8%
Axe Beak,Swarm of Centipedes,23.2%,76.8%
Axe Beak,Swarm of Insects,23.2%,76.8%
Axe Beak,Swarm of Spiders,23.2%,76.8%
Axe Beak,Swarm of Wasps,23.2%,76.8%
Azer,Ettercap,76.8%,23.2%
Berserker,Succubus/Incubus,76.8%,23.2%
Boar,Camel,76.8%,23.2%
Brass Dragon Wyrmling,Hobgoblin,76.8%,23.2%
Bulette,Djinni,76.8%,23.2%
Centaur,Silver Dragon Wyrmling,23.2%,76.8%
Cockatrice,Magma Mephit,76.8%,23.2%
Drow,Swarm of Ravens,23.2%,76.8%
Earth Elemental,Giant Shark,23.2%,76.8%
Hobgoblin,Specter,23.2%,76.8%
Killer Whale,Otyugh,76.8%,23.2%
Mammoth,Treant,76.8%,23.2%
Mummy,Polar Bear,76.8%,23.2%
Adult Blue Dragon,Adult Silver Dragon,23.1%,76.9%
Bugbear,Ghost,23.1%,76.9%
Giant Crab,Giant Owl,23.1%,76.9%
Giant Crab,Shadow,23.1%,76.9%
Giant Octopus,Veteran,23.1%,76.9%
Goblin,Riding Horse,23.1%,76.9%
Hippogriff,Warhorse Skeleton,23.1%,76.9%
Mimic,Sea Hag,23.1%,76.9%
Priest,Shadow,23.1%,76.9%
Shield Guardian,Young White Dragon,23.1%,76.9%
Young Blue Dragon,Young Silver Dragon,23.1%,76.9%
Animated Armor,Copper Dragon Wyrmling,76.9%,23.1%
Axe Beak,Riding Horse,76.9%,23.1%
Blink Dog,Constrictor Snake,76.9%,23.1%
Blink Dog,Giant Wasp,76.9%,23.1%
Blink Dog,Panther,76.9%,23.1%
Doppelganger,Giant Scorpion,76.9%,23.1%
Frost Giant,Glabrezu,76.9%,23.1%
Giant Bat,Scout,76.9%,23.1%
Giant Shark,Young Black Dragon,76.9%,23.1%
Lizardfolk,Scout,76.9%,23.1%
Red Dragon Wyrmling,Troll,76.9%,23.1%
Adult Bronze Dragon,Adult Green Dragon,77.0%,23.0%
Ankheg,Veteran,23.0%,77.0%
Awakened Tree,Ettin,23.0%,77.0%
Bugbear,Worg,77.0%,23.0%
Copper Dragon Wyrmling,Swarm of Ravens,77.0%,23.0%
Deva,"Vampire, Vampire Form",23.0%,77.0%
Druid,Swarm of Bats,23.0%,77.0%
Duergar,Harpy,77.0%,23.0%
Giant Bat,Harpy,23.0%,77.0%
Giant Centipede,Noble,23.0%,77.0%
Giant Frog,Swarm of Bats,23.0%,77.0%
Giant Lizard,Specter,23.0%,77.0%
Giant Poisonous Snake,Wolf,77.0%,23.0%
Gibbering Mouther,Saber-Toothed Tiger,77.0%,23.0%
Hobgoblin,"Wererat, Human Form",23.0%,77.0%
Imp,Quasit,77.0%,23.0%
Knight,Medusa,77.0%,23.0%
Lizard,Sprite,23.0%,77.0%
Baboon,Flying Snake,22.9%,77.1%
Deep Gnome (Svirfneblin),Duergar,22.9%,77.1%
Deep Gnome (Svirfneblin),Mage,22.9%,77.1%
Fire Elemental,Wraith,22.9%,77.1%
Giant Eagle,Wight,22.9%,77.1%
Rakshasa,Water Elemental,22.9%,77.1%
Ancient Black Dragon,Ancient Copper Dragon,77.1%,22.9%
Bandit Captain,Swarm of Quippers,77.1%,22.9%
Basilisk,Ghast,77.1%,22.9%
Bronze Dragon Wyrmling,White Dragon Wyrmling,77.1%,22.9%
Crocodile,Drow,77.1%,22.9%
Duergar,"Wererat, Human Form",77.1%,22.9%
Ghost,Saber-Toothed Tiger,77.1%,22.9%
Giant Poisonous Snake,Sahuagin,77.1%,22.9%
Green Dragon Wyrmling,Warhorse Skeleton,77.1%,22.9%
Hyena,Vulture,77.1%,22.9%
Specter,Swarm of Ravens,77.1%,22.9%
Berserker,Ogre Zombie,22.8%,77.2%
Chuul,Gladiator,22.8%,77.2%
Draft Horse,Worg,22.8%,77.2%
Ghoul,Grick,22.8%,77.2%
Night Hag,Young White Dragon,22.8%,77.2%
Brass Dragon Wyrmling,Swarm of Rats,77.2%,22.8%
Copper Dragon Wyrmling,Hippogriff,77.2%,22.8%
Gorgon,Gynosphinx,77.2%,22.8%
Silver Dragon Wyrmling,Succubus/Incubus,77.2%,22.8%
Earth Elemental,Giant Crocodile,77.3%,22.7%
Earth Elemental,Shield Guardian,77.3%,22.7%
Giant Spider,Harpy,77.3%,22.7%
Grick,Satyr,77.3%,22.7%
Roper,Young Black Dragon,77.3%,22.7%
Spirit Naga,"Wereboar, Human Form",77.3%,22.7%
Bandit Captain,"Wereboar, Boar Form",22.7%,77.3%
Bandit Captain,"Wereboar, Hybrid Form",22.7%,77.3%
Dire Wolf,Gibbering Mouther,22.7%,77.3%
Riding Horse,Rust Monster,22.7%,77.3%
Sea Hag,Unicorn,22.7%,77.3%
Ancient Blue Dragon,Ancient Silver Dragon,22.6%,77.4%
Ankheg,Blue Dragon Wyrmling,22.6%,77.4%
Archmage,Manticore,22.6%,77.4%
Brass Dragon Wyrmling,Brown Bear,22.6%,77.4%
Brown Bear,Giant Scorpion,22.6%,77.4%
Couatl,Night Hag,22.6%,77.4%
Fire Elemental,Oni,22.6%,77.4%
Giant Lizard,Lion,22.6%,77.4%
Mastiff,Violet Fungus,22.6%,77.4%
Specter,Swarm of Quippers,22.6%,77.4%
Vampire Spawn,Winter Wolf,22.6%,77.4%
Giant Lizard,Wolf,77.4%,22.6%
Giant Poisonous Snake,Giant Wasp,77.4%,22.6%
Giant Poisonous Snake,Gray Ooze,77.4%,22.6%
Giant Poisonous Snake,Panther,77.4%,22.6%
Giant Poisonous Snake,Zombie,77.4%,22.6%
Otyugh,"Werebear, Human Form",77.4%,22.6%
Pony,Tribal Warrior,77.4%,22.6%
Aboleth,Hill Giant,77.5%,22.5%
Adult Brass Dragon,Horned Devil,77.5%,22.5%
Adult Gold Dragon,Storm Giant,22.5%,77.5%
Adult Red Dragon,Storm Giant,22.5%,77.5%
Archmage,Bugbear,77.5%,22.5%
Black Bear,Gray Ooze,77.5%,22.5%
Black Bear,Zombie,77.5%,22.5%
Black Dragon Wyrmling,Grick,77.5%,22.5%
Blue Dragon Wyrmling,Gelatinous Cube,77.5%,22.5%
Constrictor Snake,Deep Gnome (Svirfneblin),22.5%,77.5%
Copper Dragon Wyrmling,Gargoyle,22.5%,77.5%
Crocodile,Swarm of Bats,77.5%,22.5%
Death Dog,Wight,22.5%,77.5%
Draft Horse,Giant Bat,77.5%,22.5%
Draft Horse,Lizardfolk,77.5%,22.5%
Dretch,Giant Rat,77.5%,22.5%
Dretch,Giant Rat (Diseased),77.5%,22.5%
Giant Eagle,Shadow,77.5%,22.5%
Horned Devil,Marilith,77.5%,22.5%
Stirge,Wolf,22.5%,77.5%
Water Elemental,Wraith,77.5%,22.5%
Adult Black Dragon,Adult Bronze Dragon,22.4%,77.6%
Air Elemental,Hill Giant,22.4%,77.6%
Baboon,Eagle,22.4%,77.6%
Berserker,Winter Wolf,22.4%,77.6%
Chuul,Killer Whale,22.4%,77.6%
Cultist,Giant Crab,22.4%,77.6%
Drider,"Weretiger, Human Form",22.4%,77.6%
Earth Elemental,Gorgon,22.4%,77.6%
Elk,Orc,22.4%,77.6%
Plesiosaurus,Rakshasa,22.4%,77.6%
Shambling Mound,Young White Dragon,22.4%,77.6%
Vrock,Xorn,22.4%,77.6%
Bronze Dragon Wyrmling,Warhorse Skeleton,77.6%,22.4%
Chain Devil,Invisible Stalker,77.6%,22.4%
Death Dog,Rust Monster,77.6%,22.4%
Flying Snake,Homunculus,77.6%,22.4%
Gargoyle,Wight,77.6%,22.4%
Giant Lizard,Priest,77.6%,22.4%
Mule,Stirge,77.6%,22.4%
Brass Dragon Wyrmling,Ochre Jelly,22.3%,77.7%
Bronze Dragon Wyrmling,Ghost,22.3%,77.7%
Cockatrice,Swarm of Rats,22.3%,77.7%
Erinyes,Young White Dragon,22.3%,77.7%
Giant Constrictor Snake,Winter Wolf,22.3%,77.7%
Giant Lizard,Warhorse,22.3%,77.7%
Gold Dragon Wyrmling,Invisible Stalker,22.3%,77.7%
Guardian Naga,Mummy Lord,22.3%,77.7%
Half-Red Dragon Veteran,Minotaur Skeleton,22.3%,77.7%
Lion,Ochre Jelly,22.3%,77.7%
Otyugh,"Werebear, Bear Form",22.3%,77.7%
Otyugh,"Werebear, Hybrid Form",22.3%,77.7%
Sea Hag,"Weretiger, Human Form",22.3%,77.7%
Young Brass Dragon,Young Green Dragon,22.3%,77.7%
Ankheg,"Werewolf, Hybrid Form",77.7%,22.3%
Ankheg,"Werewolf, Wolf Form",77.7%,22.3%
Ape,Blink Dog,77.7%,22.3%
Blood Hawk,Mastiff,77.7%,22.3%
Blue Dragon Wyrmling,Mummy,77.7%,22.3%
Clay Golem,Hill Giant,77.7%,22.3%
Ghoul,Swarm of Rats,77.7%,22.3%
Giant Rat,Mastiff,77.7%,22.3%
Giant Rat (Diseased),Mastiff,77.7%,22.3%
Hobgoblin,Sahuagin,77.7%,22.3%
Imp,Tribal Warrior,77.7%,22.3%
Plesiosaurus,Troll,77.7%,22.3%
Rhinoceros,Succubus/Incubus,77.7%,22.3%
Scout,Zombie,77.7%,22.3%
Adult Copper Dragon,Young Silver Dragon,77.8%,22.2%
Animated Armor,Duergar,77.8%,22.2%
Bandit,Merfolk,77.8%,22.2%
Brown Bear,Warhorse,77.8%,22.2%
Mimic,"Werewolf, Hybrid Form",77.8%,22.2%
Mimic,"Werewolf, Wolf Form",77.8%,22.2%
Mummy,Swarm of Quippers,77.8%,22.2%
Blue Dragon Wyrmling,Cloaker,22.2%,77.8%
Cloud Giant,Fire Giant,22.2%,77.8%
Crocodile,Giant Spider,22.2%,77.8%
Gargoyle,Giant Octopus,22.2%,77.8%
Ghost,"Weretiger, Hybrid Form",22.2%,77.8%
Ghost,"Weretiger, Tiger Form",22.2%,77.8%
Giant Lizard,Harpy,22.2%,77.8%
Lamia,Water Elemental,22.2%,77.8%
Aboleth,Bulette,22.1%,77.9%
Black Bear,Orc,22.1%,77.9%
Boar,Elk,22.1%,77.9%
Boar,Skeleton,22.1%,77.9%
Chuul,Water Elemental,22.1%,77.9%
Death Dog,Ettercap,22.1%,77.9%
Ghoul,Worg,22.1%,77.9%
Giant Octopus,Silver Dragon Wyrmling,22.1%,77.9%
Giant Vulture,Harpy,22.1%,77.9%
Gnoll,Specter,22.1%,77.9%
Green Dragon Wyrmling,Manticore,22.1%,77.9%
Invisible Stalker,Otyugh,22.1%,77.9%
Mastiff,Tribal Warrior,22.1%,77.9%
Merrow,Rhinoceros,22.1%,77.9%
Owlbear,"Weretiger, Hybrid Form",22.1%,77.9%
Owlbear,"Weretiger, Tiger Form",22.1%,77.9%
Phase Spider,Swarm of Quippers,22.1%,77.9%
Phase Spider,"Werewolf, Hybrid Form",22.1%,77.9%
Phase Spider,"Werewolf, Wolf Form",22.1%,77.9%
Shadow,Warhorse Skeleton,22.1%,77.9%
Ankheg,Gargoyle,77.9%,22.1%
Couatl,Rakshasa,77.9%,22.1%
Dire Wolf,Swarm of Poisonous Snakes,77.9%,22.1%
Griffon,Hell Hound,77.9%,22.1%
Hobgoblin,Zombie,77.9%,22.1%
Homunculus,Jackal,77.9%,22.1%
Ogre Zombie,Silver Dragon Wyrmling,77.9%,22.1%
Roper,Triceratops,77.9%,22.1%
Animated Armor,Mimic,22.0%,78.0%
Ape,Warhorse,22.0%,78.0%
Blood Hawk,Guard,22.0%,78.0%
Bulette,Young Silver Dragon,22.0%,78.0%
Chimera,Salamander,78.0%,22.0%
Flesh Golem,Minotaur,22.0%,78.0%
Ghast,Grick,78.0%,22.0%
Giant Crocodile,Guardian Naga,78.0%,22.0%
Giant Rat,Guard,22.0%,78.0%
Giant Rat (Diseased),Guard,22.0%,78.0%
Gold Dragon Wyrmling,Vampire Spawn,78.0%,22.0%
Griffon,Mimic,78.0%,22.0%
Grimlock,Tribal Warrior,78.0%,22.0%
Hill Giant,"Werebear, Bear Form",78.0%,22.0%
Hill Giant,"Werebear, Hybrid Form",78.0%,22.0%
Minotaur,"Werebear, Bear Form",22.0%,78.0%
Minotaur,"Werebear, Hybrid Form",22.0%,78.0%
Sahuagin,Swarm of Bats,22.0%,78.0%
Ape,Mage,21.9%,78.1%
Bone Devil,Young Black Dragon,21.9%,78.1%
Darkmantle,Duergar,21.9%,78.1%
Dire Wolf,Rhinoceros,21.9%,78.1%
Giant Hyena,Rhinoceros,21.9%,78.1%
Giant Octopus,Pegasus,21.9%,78.1%
Gnoll,Warhorse,21.9%,78.1%
Hell Hound,Manticore,21.9%,78.1%
Lemure,Quasit,21.9%,78.1%
Magmin,Spy,21.9%,78.1%
Swarm of Beetles,Tiger,21.9%,78.1%
Swarm of Centipedes,Tiger,21.9%,78.1%
Swarm of Insects,Tiger,21.9%,78.1%
Swarm of Spiders,Tiger,21.9%,78.1%
Swarm of Wasps,Tiger,21.9%,78.1%
Azer,Worg,78.1%,21.9%
Ettercap,Specter,78.1%,21.9%
Flying Sword,Riding Horse,78.1%,21.9%
Giant Owl,Scout,78.1%,21.9%
Half-Red Dragon Veteran,"Wereboar, Human Form",78.1%,21.9%
Hobgoblin,Noble,78.1%,21.9%
Succubus/Incubus,Swarm of Quippers,78.1%,21.9%
Nightmare,Salamander,21.8%,78.2%
Swarm of Ravens,Warhorse Skeleton,21.8%,78.2%
Ape,Scout,78.2%,21.8%
Berserker,Gelatinous Cube,78.2%,21.8%
Black Pudding,White Dragon Wyrmling,78.2%,21.8%
Chimera,"Werebear, Human Form",78.2%,21.8%
Ghast,Wight,78.2%,21.8%
Ghost,Succubus/Incubus,78.2%,21.8%
Giant Elk,Hell Hound,78.2%,21.8%
Hell Hound,White Dragon Wyrmling,78.2%,21.8%
Azer,Ochre Jelly,78.3%,21.7%
Death Dog,Hippogriff,78.3%,21.7%
Fire Elemental,Gold Dragon Wyrmling,78.3%,21.7%
Flesh Golem,Gold Dragon Wyrmling,78.3%,21.7%
Goblin,Pseudodragon,78.3%,21.7%
Blue Dragon Wyrmling,Nightmare,21.7%,78.3%
Copper Dragon Wyrmling,Swarm of Quippers,21.7%,78.3%
Copper Dragon Wyrmling,"Werewolf, Hybrid Form",21.7%,78.3%
Copper Dragon Wyrmling,"Werewolf, Wolf Form",21.7%,78.3%
Dretch,Druid,21.7%,78.3%
Ettercap,Giant Boar,21.7%,78.3%
Fire Elemental,"Werebear, Human Form",21.7%,78.3%
Giant Boar,Manticore,21.7%,78.3%
Nalfeshnee,Storm Giant,21.7%,78.3%
Bandit,Riding Horse,21.6%,78.4%
Basilisk,Owlbear,21.6%,78.4%
Behir,Fire Giant,21.6%,78.4%
Drow,"Wererat, Hybrid Form",21.6%,78.4%
Drow,"Wererat, Rat Form",21.6%,78.4%
Elephant,Hill Giant,21.6%,78.4%
Adult Silver Dragon,Planetar,78.4%,21.6%
Blood Hawk,Kobold,78.4%,21.6%
Constrictor Snake,Giant Wolf Spider,78.4%,21.6%
Djinni,Hezrou,78.4%,21.6%
Drow,Magma Mephit,78.4%,21.6%
Earth Elemental,Erinyes,78.4%,21.6%
Giant Eagle,Reef Shark,78.4%,21.6%
Giant Rat,Kobold,78.4%,21.6%
Giant Rat (Diseased),Kobold,78.4%,21.6%
Giant Wasp,Giant Wolf Spider,78.4%,21.6%
"Vampire, Vampire Form",Xorn,78.4%,21.6%
Bone Devil,Guardian Naga,78.5%,21.5%
Bulette,Young Black Dragon,78.5%,21.5%
Chimera,Vrock,78.5%,21.5%
Chuul,Couatl,21.5%,78.5%
Dryad,Guard,21.5%,78.5%
Giant Bat,Specter,21.5%,78.5%
Giant Hyena,"Werewolf, Hybrid Form",78.5%,21.5%
Giant Hyena,"Werewolf, Wolf Form",78.5%,21.5%
Giant Toad,Swarm of Beetles,78.5%,21.5%
Giant Toad,Swarm of Centipedes,78.5%,21.5%
Giant Toad,Swarm of Insects,78.5%,21.5%
Giant Toad,Swarm of Spiders,78.5%,21.5%
Giant Toad,Swarm of Wasps,78.5%,21.5%
Gladiator,Shambling Mound,21.5%,78.5%
Gynosphinx,Mummy Lord,78.5%,21.5%
Lizard,Raven,78.5%,21.5%
Lizard,Spider,78.5%,21.5%
Lizardfolk,Specter,21.5%,78.5%
Silver Dragon Wyrmling,"Weretiger, Hybrid Form",21.5%,78.5%
Silver Dragon Wyrmling,"Weretiger, Tiger Form",21.5%,78.5%
Swarm of Beetles,White Dragon Wyrmling,21.5%,78.5%
Swarm of Centipedes,White Dragon Wyrmling,21.5%,78.5%
Swarm of Insects,White Dragon Wyrmling,21.5%,78.5%
Swarm of Spiders,White Dragon Wyrmling,21.5%,78.5%
Swarm of Wasps,White Dragon Wyrmling,21.5%,78.5%
Cloaker,Invisible Stalker,21.4%,78.6%
Crocodile,Phase Spider,21.4%,78.6%
Cultist,Ice Mephit,21.4%,78.6%
Drider,Knight,21.4%,78.6%
Ghast,Rhinoceros,21.4%,78.6%
Giant Crocodile,Young Green Dragon,21.4%,78.6%
Giant Spider,Swarm of Quippers,21.4%,78.6%
Giant Weasel,Swarm of Rats,21.4%,78.6%
Adult Black Dragon,Tyrannosaurus Rex,78.6%,21.4%
Bearded Devil,Ettercap,78.6%,21.4%
Cloaker,Owlbear,78.6%,21.4%
Drow,Giant Weasel,78.6%,21.4%
Gargoyle,"Werewolf, Human Form",78.6%,21.4%
Ghast,Worg,78.6%,21.4%
Giant Elk,Giant Hyena,78.6%,21.4%
Ogre,Sea Hag,78.6%,21.4%
Ape,Duergar,21.3%,78.7%
Basilisk,Drider,21.3%,78.7%
Blink Dog,Rust Monster,21.3%,78.7%
Flying Sword,Giant Spider,21.3%,78.7%
Mummy,"Wereboar, Boar Form",21.3%,78.7%
Mummy,"Wereboar, Hybrid Form",21.3%,78.7%
Archmage,Ghast,78.7%,21.3%
Bearded Devil,Worg,78.7%,21.3%
Deer,Homunculus,78.7%,21.3%
Draft Horse,Shadow,78.7%,21.3%
Giant Crocodile,"Vampire, Vampire Form",78.7%,21.3%
Giant Eagle,Giant Goat,78.7%,21.3%
Giant Spider,"Wererat, Human Form",78.7%,21.3%
Medusa,Sea Hag,78.7%,21.3%
Octopus,Poisonous Snake,78.7%,21.3%
Swarm of Beetles,"Wererat, Hybrid Form",78.7%,21.3%
Swarm of Beetles,"Wererat, Rat Form",78.7%,21.3%
Swarm of Centipedes,"Wererat, Hybrid Form",78.7%,21.3%
Swarm of Centipedes,"Wererat, Rat Form",78.7%,21.3%
Swarm of Insects,"Wererat, Hybrid Form",78.7%,21.3%
Swarm of Insects,"Wererat, Rat Form",78.7%,21.3%
Swarm of Spiders,"Wererat, Hybrid Form",78.7%,21.3%
Swarm of Spiders,"Wererat, Rat Form",78.7%,21.3%
Swarm of Wasps,"Wererat, Hybrid Form",78.7%,21.3%
Swarm of Wasps,"Wererat, Rat Form",78.7%,21.3%
Berserker,Mummy,78.8%,21.2%
Couatl,"Werebear, Human Form",78.8%,21.2%
Dust Mephit,Goblin,78.8%,21.2%
Elk,Grimlock,78.8%,21.2%
Erinyes,Guardian Naga,78.8%,21.2%
Ghost,Will-o'-Wisp,78.8%,21.2%
Giant Eagle,Spy,78.8%,21.2%
Giant Elk,Polar Bear,78.8%,21.2%
Giant Poisonous Snake,Noble,78.8%,21.2%
Half-Red Dragon Veteran,Hunter Shark,78.8%,21.2%
Knight,Veteran,78.8%,21.2%
